pair,final_energy,energy_drop,receptor,ligand
A2B_Desomorphine,-49589.1763381958,63132.96064949036,A2B,Desomorphine
A2B_Desoxypipradrol,-49395.896575927734,60892.836636543274,A2B,Desoxypipradrol
A2B_Dextroamphetamine,-49616.47814178467,86045.86922264099,A2B,Dextroamphetamine
A2B_Dextromethorphan,-49515.86667251587,58554.342905044556,A2B,Dextromethorphan
A2B_Dextropropoxyphene,-49550.405834198,71880.71689605713,A2B,Dextropropoxyphene
A2B_DiPT,-49443.90249633789,57175.607957839966,A2B,DiPT
A2B_Diazepam,-49516.75220489502,57990.296434402466,A2B,Diazepam
A2B_Dichloropane,-49503.361755371094,59752.7480430603,A2B,Dichloropane
A2B_Diclazepam,-49485.10971069336,59846.99079704285,A2B,Diclazepam
A2B_Dihydrocodeine,-49547.94215011597,56692.14404296875,A2B,Dihydrocodeine
A2B_Diphenhydramine,-49496.327308654785,65257.11372756958,A2B,Diphenhydramine
A2B_Diphenidine,-49561.3984336853,59625.78556060791,A2B,Diphenidine
A2B_Dopamine,-49560.36820220947,77465.1725769043,A2B,Dopamine
A2B_EPT,-49597.822216033936,58955.018520355225,A2B,EPT
A2B_ETH-CAT,-49494.4020614624,63974.12055969238,A2B,ETH-CAT
A2B_ETH-LAD,-49495.4983291626,59824.15613555908,A2B,ETH-LAD
A2B_Echinopsis_pachanoi,-49516.95460128784,67013.52712631226,A2B,Echinopsis_pachanoi
A2B_Efavirenz,-49523.33098602295,58308.82240104675,A2B,Efavirenz
A2B_Ephedrine,-49520.4758605957,59651.50749206543,A2B,Ephedrine
A2B_Ephenidine,-49443.37129211426,59942.82336521149,A2B,Ephenidine
A2B_Ephylone,-49496.49550628662,60552.49168777466,A2B,Ephylone
A2B_Escaline,-49583.57578277588,63224.97706222534,A2B,Escaline
A2B_Eszopiclone,-49491.14994812012,62997.85711669922,A2B,Eszopiclone
A2B_Ethylmorphine,-49519.25556564331,61628.935163497925,A2B,Ethylmorphine
A2B_Ethylone,-49487.891746520996,56224.179498672485,A2B,Ethylone
A2B_Ethylphenidate,-49475.86009979248,59460.11192512512,A2B,Ethylphenidate
A2B_Etizolam,-49520.90978240967,64690.56462287903,A2B,Etizolam
A2B_Fentanyl,-49630.09825134277,62729.12575340271,A2B,Fentanyl
A2B_Flualprazolam,-49502.2608795166,56517.46129798889,A2B,Flualprazolam
A2B_Flubromazepam,-49541.59191131592,58480.76153945923,A2B,Flubromazepam
A2B_Flubromazolam,-49511.99875640869,57461.87512588501,A2B,Flubromazolam
A2B_Flunitrazepam,-49628.56716156006,59228.26178741455,A2B,Flunitrazepam
A2B_Flunitrazolam,-49514.03182220459,71106.5023651123,A2B,Flunitrazolam
A2B_GABA,-49518.65559768677,58971.85786437988,A2B,GABA
A2B_GBL,-49541.16301727295,60417.66972446442,A2B,GBL
A2B_GHB,-49526.53002548218,86843.84118270874,A2B,GHB
A2B_Gabapentin,-49514.131786346436,60008.933404922485,A2B,Gabapentin
A2B_Gaboxadol,-49302.39183425903,59798.65490913391,A2B,Gaboxadol
A2B_Galantamine,-49595.3983001709,73377.07210922241,A2B,Galantamine
A2B_Glutamate,-49480.77040863037,61698.299085617065,A2B,Glutamate
A2B_HHC,-49531.128467559814,62131.95561981201,A2B,HHC
A2B_HXE,-49518.68883514404,64075.709270477295,A2B,HXE
A2B_Harmala_alkaloid,-49573.30935668945,56358.70006465912,A2B,Harmala_alkaloid
A2B_Heroin,-49583.77038574219,58888.85445213318,A2B,Heroin
A2B_Hexedrone,-49554.10641860962,59530.02373123169,A2B,Hexedrone
A2B_Histamine,-49560.664821624756,58694.2154045105,A2B,Histamine
A2B_Hydrocodone,-49461.09526062012,60663.870794296265,A2B,Hydrocodone
A2B_Hydromorphone,-49495.6711730957,68018.02208518982,A2B,Hydromorphone
A2B_Ibogaine,-49699.17678833008,66348.2063369751,A2B,Ibogaine
A2B_Ibotenic_acid,-49514.00061035156,60252.4297618866,A2B,Ibotenic_acid
A2B_Ipomoea_tricolor,-49625.781299591064,69327.01790428162,A2B,Ipomoea_tricolor
A2B_Isopropylphenidate,-49572.11044692993,901701.9491844177,A2B,Isopropylphenidate
A2B_JWH-018,-49422.35273361206,61992.65813827515,A2B,JWH-018
A2B_JWH-073,-49427.53466415405,64662.149393081665,A2B,JWH-073
A2B_Kava,-49621.940422058105,61534.275438308716,A2B,Kava
A2B_Ketamine,-49547.1594619751,58880.67262840271,A2B,Ketamine
A2B_Kratom,-49548.94215011597,60720.34250831604,A2B,Kratom
A2B_LAE-32,-49589.67685317993,63415.920360565186,A2B,LAE-32
A2B_LSA,-49546.79592895508,59667.60885810852,A2B,LSA
A2B_LSD,-49507.26190185547,57994.48690223694,A2B,LSD
A2B_LSM-775,-49522.13105773926,59616.560678482056,A2B,LSM-775
A2B_LSZ,-49543.320278167725,56587.36130142212,A2B,LSZ
A2B_Lisdexamfetamine,-49599.81060028076,61870.620668411255,A2B,Lisdexamfetamine
A2B_Lophophora_williamsii,-49525.23896408081,59578.44751358032,A2B,Lophophora_williamsii
A2B_Lorazepam,-49458.99411392212,60205.64829826355,A2B,Lorazepam
A2B_Lormetazepam,-49581.38391113281,86316.60278892517,A2B,Lormetazepam
A2B_MCPP,-49525.5135307312,60707.04676055908,A2B,MCPP
A2B_MDA,-49494.88329696655,57443.7589263916,A2B,MDA
A2B_MDAI,-49521.12306213379,63379.00354862213,A2B,MDAI
A2B_MDEA,-49579.90523529053,68546.99096298218,A2B,MDEA
A2B_MDMA,-49503.47895812988,61449.03512382507,A2B,MDMA
A2B_MDPV,-49561.12194442749,57390.76745414734,A2B,MDPV
A2B_MET,-49620.56147003174,67393.41045379639,A2B,MET
A2B_Meclofenoxate,-49598.84504318237,64648.31581687927,A2B,Meclofenoxate
A2B_Melatonin,-49532.048889160156,57706.14735984802,A2B,Melatonin
A2B_Memantine,-49578.46410751343,56861.57981300354,A2B,Memantine
A2B_Mephedrone,-49556.03311538696,65661.71924591064,A2B,Mephedrone
A2B_Mescaline,-49585.71533203125,63568.7233581543,A2B,Mescaline
A2B_Methadone,-49605.47480773926,90999.94257354736,A2B,Methadone
A2B_Methallylescaline,-49491.571228027344,71731.42322921753,A2B,Methallylescaline
A2B_Methamphetamine,-49546.96704864502,62801.13889312744,A2B,Methamphetamine
A2B_Methaqualone,-49571.74878692627,57135.563482284546,A2B,Methaqualone
A2B_Methcathinone,-49519.730796813965,65372.73652839661,A2B,Methcathinone
A2B_Methiopropamine,-49597.62520599365,69808.5685043335,A2B,Methiopropamine
A2B_Methoxetamine,-49591.535316467285,76614.15814399719,A2B,Methoxetamine
A2B_Methylnaphthidate,-49488.95669555664,77455.8780784607,A2B,Methylnaphthidate
A2B_Methylone,-49556.58753204346,67063.94026947021,A2B,Methylone
A2B_Methylphenidate,-49670.75651168823,57610.210287094116,A2B,Methylphenidate
A2B_Metizolam,-49579.02439117432,60870.64359951019,A2B,Metizolam
A2B_Mexedrone,-49553.67796707153,57127.845808029175,A2B,Mexedrone
A2B_MiPLA,-49534.45024871826,56886.80512237549,A2B,MiPLA
A2B_MiPT,-49556.53239440918,61782.7857837677,A2B,MiPT
A2B_Midazolam,-49521.71617889404,60905.756196022034,A2B,Midazolam
A2B_Mirtazapine,-49459.51184082031,61409.79434776306,A2B,Mirtazapine
A2B_Modafinil,-49486.990631103516,56452.95281982422,A2B,Modafinil
A2B_Morphine,-49543.35861206055,56784.410915374756,A2B,Morphine
A2B_Myristicin,-49564.545555114746,64284.87661552429,A2B,Myristicin
A2B_N-Acetylcysteine,-49505.647983551025,77297.65515518188,A2B,N-Acetylcysteine
A2B_N-Ethylhexedrone,-49501.153175354004,60504.03214550018,A2B,N-Ethylhexedrone
A2B_NBx,-49578.652378082275,69299.056848526,A2B,NBx
A2B_NEP,-49535.49653625488,63845.393743515015,A2B,NEP
A2B_NM-2-AI,-49489.86096954346,60947.053367614746,A2B,NM-2-AI
A2B_Nicotiana_(botany),-49487.350200653076,70155.88014602661,A2B,Nicotiana_(botany)
A2B_Nicotine,-49532.7946472168,57162.34899139404,A2B,Nicotine
A2B_Nifoxipam,-49566.31960296631,59321.125579833984,A2B,Nifoxipam
A2B_Nitromethaqualone,-49555.87501525879,62553.90465545654,A2B,Nitromethaqualone
A2B_Nitrous,-49555.846477508545,59590.559005737305,A2B,Nitrous
A2B_Noradrenaline,-49458.58391571045,64518.26880645752,A2B,Noradrenaline
A2B_O-Desmethyltramadol,-49565.39961242676,83497.74843406677,A2B,O-Desmethyltramadol
A2B_O-PCE,-49501.30142593384,61011.76219749451,A2B,O-PCE
A2B_Oxycodone,-49491.777462005615,69324.41012763977,A2B,Oxycodone
A2B_Oxymorphone,-49533.352043151855,63467.92674255371,A2B,Oxymorphone
A2B_PARGY-LAD,-49601.76838684082,58939.96820831299,A2B,PARGY-LAD
A2B_PCE,-49503.11246871948,59143.87069129944,A2B,PCE
A2B_PCP,-49528.6107749939,63634.87286186218,A2B,PCP
A2B_PMA,-49661.0594329834,66816.5749130249,A2B,PMA
A2B_PMMA,-49478.90395736694,66907.1285572052,A2B,PMMA
A2B_PRO-LAD,-49506.93165206909,62133.44268989563,A2B,PRO-LAD
A2B_Peganum_harmala,-49532.07300186157,58073.214235305786,A2B,Peganum_harmala
A2B_Pentedrone,-49605.32134628296,59582.73564529419,A2B,Pentedrone
A2B_Pentobarbital,-49537.51053237915,58216.16624069214,A2B,Pentobarbital
A2B_Pethidine,-49494.72336959839,60713.52117919922,A2B,Pethidine
A2B_Phenethylamine_(compound),-49499.846183776855,63070.984634399414,A2B,Phenethylamine_(compound)
A2B_Phenibut,-49541.72143936157,59890.254709243774,A2B,Phenibut
A2B_Phenobarbital,-49649.98056411743,68753.60469055176,A2B,Phenobarbital
A2B_Poppers,-49587.30054855347,61970.706842422485,A2B,Poppers
A2B_Pregabalin,-49500.61905670166,59146.96069526672,A2B,Pregabalin
A2B_Progesterone,-49565.00428009033,70887.64686489105,A2B,Progesterone
A2B_Prolintane,-49601.482666015625,62790.52724266052,A2B,Prolintane
A2B_Promethazine,-49357.862731933594,70286.23328304291,A2B,Promethazine
A2B_Propylhexedrine,-49434.23157501221,60195.11602020264,A2B,Propylhexedrine
A2B_Proscaline,-49536.508880615234,58038.09281730652,A2B,Proscaline
A2B_Psilocin,-49542.634941101074,70541.70858192444,A2B,Psilocin
A2B_Pyrazolam,-49423.71773529053,61328.556982040405,A2B,Pyrazolam
A2B_SAM-e,-49588.87036514282,65075.95477104187,A2B,SAM-e
A2B_STS-135,-49516.19881820679,62303.44445037842,A2B,STS-135
A2B_Salvia_divinorum,-49546.65340805054,60707.60080909729,A2B,Salvia_divinorum
A2B_Salvinorin_A,-49611.14781188965,61152.91820907593,A2B,Salvinorin_A
A2B_Salvinorin_B_methoxymethyl_ether,-49553.15949630737,58996.73148345947,A2B,Salvinorin_B_methoxymethyl_ether
A2B_Secobarbital,-49573.2048034668,62799.70054244995,A2B,Secobarbital
A2B_Serotonin,-49536.28158187866,60203.53550720215,A2B,Serotonin
A2B_Sufentanil,-49535.63430023193,59781.558895111084,A2B,Sufentanil
A2B_THC-O-acetate,-49659.54605102539,65624.17183494568,A2B,THC-O-acetate
A2B_THJ-018,-49507.07020568848,58512.389389038086,A2B,THJ-018
A2B_THJ-2201,-49487.68346405029,62758.4430847168,A2B,THJ-2201
A2B_TMA-2,-49440.467918395996,58768.29482460022,A2B,TMA-2
A2B_TMA-6,-49487.20276260376,61418.73035621643,A2B,TMA-6
A2B_Tabernanthe_iboga_(botany),-49552.37038040161,63582.76327896118,A2B,Tabernanthe_iboga_(botany)
A2B_Tapentadol,-49481.700870513916,59429.44693279266,A2B,Tapentadol
A2B_Temazepam,-49650.67072677612,88794.28322029114,A2B,Temazepam
A2B_Tetrahydrocannabinol,-49572.268325805664,67106.61901473999,A2B,Tetrahydrocannabinol
A2B_Tetrahydrocannabiphorol,-49427.463901519775,59461.946393966675,A2B,Tetrahydrocannabiphorol
A2B_Theacrine,-49643.54204940796,64006.02049446106,A2B,Theacrine
A2B_Theanine,-49489.32749938965,59838.581745147705,A2B,Theanine
A2B_Tianeptine,-49585.536235809326,60461.19968223572,A2B,Tianeptine
A2B_Tizanidine,-49550.35159301758,63611.786808013916,A2B,Tizanidine
A2B_Tramadol,-49578.60949707031,76548.79778671265,A2B,Tramadol
A2B_Tryptamine_(compound),-49530.97170257568,59564.78531455994,A2B,Tryptamine_(compound)
A2B_Tyrosine,-49467.26477050781,62449.73465538025,A2B,Tyrosine
A2B_U-47700,-49600.871490478516,76034.53995704651,A2B,U-47700
A2B_Zolpidem,-49580.5273475647,57271.619140625,A2B,Zolpidem
A2B_Zopiclone,-49520.93268585205,68269.67966651917,A2B,Zopiclone
"A3_1,4-Butanediol",-33067.31652927399,57773.47625255585,A3,"1,4-Butanediol"
A3_1B-LSD,-32904.741287231445,65780.97602844238,A3,1B-LSD
A3_1P-ETH-LAD,-32956.4799785614,59086.91653060913,A3,1P-ETH-LAD
A3_1P-LSD,-32923.54294538498,53390.17062997818,A3,1P-LSD
A3_1V-LSD,-32942.676197052,69862.8549118042,A3,1V-LSD
A3_1cP-AL-LAD,-33010.622738838196,48165.14774799347,A3,1cP-AL-LAD
A3_1cP-LSD,-32982.80327796936,50182.451122283936,A3,1cP-LSD
A3_1cP-MiPLA,-32973.20170402527,71075.24793434143,A3,1cP-MiPLA
"A3_2,5-DMA",-33010.09287858009,78916.33821129799,A3,"2,5-DMA"
A3_2-Aminoindane,-33058.42135190964,53187.92522573471,A3,2-Aminoindane
A3_2-FA,-32934.07769203186,49647.135248184204,A3,2-FA
A3_2-FEA,-33063.56579875946,18215502.0876379,A3,2-FEA
A3_2-FMA,-33026.51547861099,51870.87756204605,A3,2-FMA
A3_2-Fluorodeschloroketamine,-33038.19430208206,66148.96483850479,A3,2-Fluorodeschloroketamine
A3_25B-NBOH,-32983.53650856018,52454.35662651062,A3,25B-NBOH
A3_25B-NBOMe,-32950.26835298538,65465.45089197159,A3,25B-NBOMe
A3_25C-NBOH,-33141.60430908203,3072238.857169628,A3,25C-NBOH
A3_25C-NBOMe,-32974.42727851868,51397.557346343994,A3,25C-NBOMe
A3_25D-NBOMe,-32949.469818115234,56393.05848312378,A3,25D-NBOMe
A3_25E-NBOH,-32928.91761183739,50854.11370635033,A3,25E-NBOH
A3_25I-NBOH,-33127.3965587616,49077.0426864624,A3,25I-NBOH
A3_25I-NBOMe,-33004.95093154907,55657.73741722107,A3,25I-NBOMe
A3_25N-NBOMe,-33091.76938915253,64690.851128578186,A3,25N-NBOMe
A3_2C-B,-33000.6049079895,58027.21466064453,A3,2C-B
A3_2C-B-FLY,-32984.058990478516,61137.421714782715,A3,2C-B-FLY
A3_2C-C,-33003.50647640228,68678.12805843353,A3,2C-C
A3_2C-D,-33037.18867683411,66523.82488059998,A3,2C-D
A3_2C-E,-33052.345458984375,65032.85982513428,A3,2C-E
A3_2C-H,-32927.862600803375,76425.89945077896,A3,2C-H
A3_2C-I,-32990.74006319046,51291.8456196785,A3,2C-I
A3_2C-P,-32980.45688533783,56992.08781147003,A3,2C-P
A3_2C-T,-33029.831859111786,79615.72002363205,A3,2C-T
A3_2C-T-2,-32924.53580284119,73139.60473632812,A3,2C-T-2
A3_2C-T-21,-32886.874920368195,71321.84844255447,A3,2C-T-21
A3_2C-T-7,-32957.06605100632,66581.39778852463,A3,2C-T-7
A3_2M2B,-33082.46746492386,49250.08562326431,A3,2M2B
"A3_3,4-CTMP",-33032.75889158249,67912.23546743393,A3,"3,4-CTMP"
A3_3-FA,-32983.55725097656,55406.2844619751,A3,3-FA
A3_3-FEA,-33035.21354866028,94385.21220970154,A3,3-FEA
A3_3-FMA,-33027.41063070297,54089.00346708298,A3,3-FMA
A3_3-FPM,-33000.80266857147,90147.8289899826,A3,3-FPM
A3_3-HO-PCE,-32900.3187482357,83220.34931349754,A3,3-HO-PCE
A3_3-HO-PCP,-33013.78654003143,91722.53961467743,A3,3-HO-PCP
A3_3-MMC,-33029.542811870575,62256.302018642426,A3,3-MMC
A3_3-MeO-PCE,-32949.98725795746,83424.1090631485,A3,3-MeO-PCE
A3_3-MeO-PCMo,-32937.98354721069,72585.10968589783,A3,3-MeO-PCMo
A3_3-MeO-PCP,-32951.66299712658,112842.03701102734,A3,3-MeO-PCP
A3_3C-E,-32968.50181019306,65105.082986950874,A3,3C-E
A3_3C-P,-33060.14509057999,62965.597212314606,A3,3C-P
A3_4-AcO-DET,-33010.36751461029,52021.59368419647,A3,4-AcO-DET
A3_4-AcO-DMT,-32962.39217662811,49605.66155338287,A3,4-AcO-DMT
A3_4-AcO-DiPT,-32885.89995956421,49620.08859825134,A3,4-AcO-DiPT
A3_4-AcO-MET,-32960.38784265518,57249.4230389595,A3,4-AcO-MET
A3_4-AcO-MiPT,-32911.64572823048,90169.2402793169,A3,4-AcO-MiPT
A3_4-FA,-32941.03443145752,92738.31218147278,A3,4-FA
A3_4-FMA,-33011.39473628998,67702.75075626373,A3,4-FMA
A3_4-HO-DET,-32945.88796520233,53872.278935432434,A3,4-HO-DET
A3_4-HO-DPT,-33000.66836690903,70943.15235471725,A3,4-HO-DPT
A3_4-HO-DiPT,-33021.574338912964,46627.183795928955,A3,4-HO-DiPT
A3_4-HO-EPT,-33002.66040420532,52374.07446861267,A3,4-HO-EPT
A3_4-HO-MET,-32898.881533145905,54287.82851076126,A3,4-HO-MET
A3_4-HO-MPT,-32912.418071746826,71542.18504142761,A3,4-HO-MPT
A3_4-HO-MiPT,-32959.55229139328,61809.14739370346,A3,4-HO-MiPT
A3_4-MeO-PCP,-32939.51616382599,51220.04103565216,A3,4-MeO-PCP
A3_4F-EPH,-32947.526393413544,81854.1098742485,A3,4F-EPH
A3_4F-MPH,-33004.49493408203,63363.00976753235,A3,4F-MPH
"A3_5,6-MDO-DMT",-32958.73226642609,77387.03129863739,A3,"5,6-MDO-DMT"
A3_5-APB,-32957.52084827423,60823.93694782257,A3,5-APB
A3_5-Hydroxytryptophan,-32952.99021720886,77464.09899330139,A3,5-Hydroxytryptophan
A3_5-MAPB,-32987.907558918,76216.99143075943,A3,5-MAPB
A3_5-MeO-DALT,-32941.351298332214,76443.14845943451,A3,5-MeO-DALT
A3_5-MeO-DMT,-33030.1817483902,92613.91215991974,A3,5-MeO-DMT
A3_5-MeO-DiBF,-32999.08602619171,47578.18996143341,A3,5-MeO-DiBF
A3_5-MeO-DiPT,-32899.994629859924,51547.00432109833,A3,5-MeO-DiPT
A3_5-MeO-MiPT,-32953.400727272034,71916.29566860199,A3,5-MeO-MiPT
A3_5F-AKB48,-32929.63768863678,57324.020228385925,A3,5F-AKB48
A3_5F-PB-22,-32934.89465332031,52225.908557891846,A3,5F-PB-22
A3_6-APB,-33030.11358833313,71472.15204429626,A3,6-APB
A3_6-APDB,-32996.035455703735,76885.83909416199,A3,6-APDB
A3_8-Chlorotheophylline,-33097.16237163544,67341.91716861725,A3,8-Chlorotheophylline
A3_A-PHP,-33049.58329081535,69028.9417026043,A3,A-PHP
A3_A-PVP,-32989.26154947281,77420.56761980057,A3,A-PVP
A3_AB-FUBINACA,-32924.14556694031,51417.19481468201,A3,AB-FUBINACA
A3_AL-LAD,-32981.56169128418,53827.2970161438,A3,AL-LAD
A3_ALD-52,-32935.40321063995,47886.984709739685,A3,ALD-52
A3_APICA,-32972.93894195557,53141.09634780884,A3,APICA
A3_Acetylcholine,-32967.30807304382,68977.9935874939,A3,Acetylcholine
A3_Acetylfentanyl,-33014.26293563843,48887.25499725342,A3,Acetylfentanyl
A3_Adrafinil,-33048.15448951721,47182.72095680237,A3,Adrafinil
A3_Adrenaline,-32955.65823292732,76682.46696019173,A3,Adrenaline
A3_Alcohol,-33027.65717124939,64844.28469467163,A3,Alcohol
A3_Allylescaline,-33045.39224052429,50196.630100250244,A3,Allylescaline
A3_Alpha-MT,-33013.208057403564,70733.87676239014,A3,Alpha-MT
A3_Alprazolam,-32892.826473236084,62431.661602020264,A3,Alprazolam
A3_Amanita_muscaria,-32997.08621644974,80454.52504014969,A3,Amanita_muscaria
A3_Amphetamine,-32985.152879714966,47914.58484172821,A3,Amphetamine
A3_Anadenanthera_peregrina,-33032.22742462158,63261.92204761505,A3,Anadenanthera_peregrina
A3_Argyreia_nervosa,-32905.144588947296,63456.315824985504,A3,Argyreia_nervosa
A3_Armodafinil,-33003.52543640137,68797.33399772644,A3,Armodafinil
A3_Ayahuasca,-32977.14478492737,84443.16784095764,A3,Ayahuasca
A3_Baclofen,-32943.49913549423,52256.385821819305,A3,Baclofen
A3_Baeocystin,-32986.34812498093,71302.57992124557,A3,Baeocystin
A3_Banisteriopsis_caapi,-32929.22311592102,48135.52932739258,A3,Banisteriopsis_caapi
A3_Benzydamine,-32961.84749889374,57241.71420955658,A3,Benzydamine
A3_Beta-Carboline,-32988.87595510483,48145.89969778061,A3,Beta-Carboline
A3_Bk-2C-B,-33097.22371292114,70091.50574302673,A3,Bk-2C-B
A3_Bromantane,-33029.25069665909,47832.368711948395,A3,Bromantane
A3_Bromazepam,-33040.778911590576,55400.967334747314,A3,Bromazepam
A3_Bromo-DragonFLY,-32988.42353630066,62048.246519088745,A3,Bromo-DragonFLY
A3_Bufotenin,-33079.97720718384,51760.32077789307,A3,Bufotenin
A3_Buprenorphine,-32910.239599227905,50167.4011554718,A3,Buprenorphine
A3_Butylone,-32996.03805875778,65643.13132429123,A3,Butylone
A3_Caffeine,-32942.047968387604,69808.8772149086,A3,Caffeine
A3_Cannabidiol,-32931.72194957733,54372.81223773956,A3,Cannabidiol
A3_Cannabis,-33020.68764734268,48927.19615793228,A3,Cannabis
A3_Carisoprodol,-32980.37411785126,58773.08107662201,A3,Carisoprodol
A3_Cathinone,-33033.85847568512,49714.39639377594,A3,Cathinone
A3_Changa,-33066.389317035675,87845.17977571487,A3,Changa
A3_Choline_bitartrate,-32966.39150762558,46640.567672252655,A3,Choline_bitartrate
A3_Citicoline,-32927.86700630188,53488.625957489014,A3,Citicoline
A3_Clonazepam,-32964.55451488495,151365.46950435638,A3,Clonazepam
A3_Clonazolam,-32982.898525595665,65283.77059018612,A3,Clonazolam
A3_Clonidine,-33069.13979434967,49287.29774188995,A3,Clonidine
A3_Cocaine,-32925.7583694458,67187.59469985962,A3,Cocaine
A3_Codeine,-32905.11450958252,88614.76970863342,A3,Codeine
A3_Creatine,-33024.06249713898,50093.07673931122,A3,Creatine
A3_Cyclazodone,-32941.43717908859,62317.50391435623,A3,Cyclazodone
A3_DET,-32966.0025138855,78748.85751724243,A3,DET
A3_DMT,-33027.424942970276,77058.92163181305,A3,DMT
A3_DOB,-32975.97881412506,46425.86810207367,A3,DOB
A3_DOC,-32997.21509170532,50275.13793754578,A3,DOC
A3_DOI,-32936.29570770264,50618.570529937744,A3,DOI
A3_DOM,-33013.124373435974,47118.365988731384,A3,DOM
A3_DOx,-33011.31141471863,48338.2734413147,A3,DOx
A3_DPT,-33051.36763381958,67456.13148117065,A3,DPT
A3_Datura,-33116.73267364502,87841.51879882812,A3,Datura
A3_Delta-8-THC,-33003.305178165436,62070.2854847908,A3,Delta-8-THC
A3_Deschloroetizolam,-32946.74555206299,58994.23077392578,A3,Deschloroetizolam
A3_Deschloroketamine,-33052.51058912277,72987.82858991623,A3,Deschloroketamine
A3_Desomorphine,-32875.20685112476,119410.8030205965,A3,Desomorphine
A3_Desoxypipradrol,-32893.31339073181,83515.16340255737,A3,Desoxypipradrol
A3_Dextroamphetamine,-33058.08738100529,49543.5085426569,A3,Dextroamphetamine
A3_Dextromethorphan,-32956.04140138626,69369.27506303787,A3,Dextromethorphan
A3_Dextropropoxyphene,-32989.25865364075,71952.6843585968,A3,Dextropropoxyphene
A3_DiPT,-32949.97771644592,54242.87487411499,A3,DiPT
A3_Diazepam,-32975.259557724,69769.16307640076,A3,Diazepam
A3_Dichloropane,-32847.88640975952,59566.59746360779,A3,Dichloropane
A3_Diclazepam,-32982.16070461273,113987.75344181061,A3,Diclazepam
A3_Dihydrocodeine,-32933.45283126831,104625.38582229614,A3,Dihydrocodeine
A3_Diphenhydramine,-32992.975730895996,64966.094076156616,A3,Diphenhydramine
A3_Diphenidine,-33029.58408355713,65298.77811431885,A3,Diphenidine
A3_Dopamine,-32981.05626296997,55320.49079322815,A3,Dopamine
A3_EPT,-33046.485072135925,69325.46387386322,A3,EPT
A3_ETH-CAT,-32968.11569190025,44975.295169591904,A3,ETH-CAT
A3_ETH-LAD,-32906.80426979065,89204.21259832382,A3,ETH-LAD
A3_Echinopsis_pachanoi,-33160.80338573456,656635.777472496,A3,Echinopsis_pachanoi
A3_Efavirenz,-32980.276346206665,47296.81518173218,A3,Efavirenz
A3_Ephedrine,-32993.74069213867,52642.818239212036,A3,Ephedrine
A3_Ephenidine,-32945.76200866699,64464.132204055786,A3,Ephenidine
A3_Ephylone,-33007.75045013428,67415.0163269043,A3,Ephylone
A3_Escaline,-32985.572090148926,72429.29568099976,A3,Escaline
A3_Eszopiclone,-33033.76574039459,54583.51689815521,A3,Eszopiclone
A3_Ethylmorphine,-32915.5762386322,79555.71634674072,A3,Ethylmorphine
A3_Ethylone,-32894.817850112915,64982.19025993347,A3,Ethylone
A3_Ethylphenidate,-32988.77460193634,63562.67483997345,A3,Ethylphenidate
A3_Etizolam,-32932.79904174805,66149.0593509674,A3,Etizolam
A3_Fentanyl,-32962.023124694824,44137.367795944214,A3,Fentanyl
A3_Flualprazolam,-32914.72234916687,64790.411138534546,A3,Flualprazolam
A3_Flubromazepam,-32960.68631744385,87828.17731666565,A3,Flubromazepam
A3_Flubromazolam,-32960.27464771271,59849.39200115204,A3,Flubromazolam
A3_Flunitrazepam,-32943.10634994507,72885.21316719055,A3,Flunitrazepam
A3_Flunitrazolam,-33011.43152618408,48378.21280670166,A3,Flunitrazolam
A3_GABA,-33056.16759109497,53691.93269729614,A3,GABA
A3_GBL,-33101.61566019058,47208.56242799759,A3,GBL
A3_GHB,-32986.01083660126,47483.45759868622,A3,GHB
A3_Gabapentin,-33097.49283647537,47756.52973031998,A3,Gabapentin
A3_Gaboxadol,-32980.75314426422,81712.44029521942,A3,Gaboxadol
A3_Galantamine,-33011.6397895813,76975.51010513306,A3,Galantamine
A3_Glutamate,-33007.115381240845,52443.80227279663,A3,Glutamate
A3_HHC,-32975.26599597931,50484.33719539642,A3,HHC
A3_HXE,-32993.488986849785,50472.05944621563,A3,HXE
A3_Harmala_alkaloid,-32921.73511886597,49296.88353538513,A3,Harmala_alkaloid
A3_Heroin,-32981.47038936615,60846.37832546234,A3,Heroin
A3_Hexedrone,-32995.23965835571,80868.40254974365,A3,Hexedrone
A3_Histamine,-32965.48009777069,72125.63573932648,A3,Histamine
A3_Hydrocodone,-32937.08281707764,157015.96879196167,A3,Hydrocodone
A3_Hydromorphone,-33013.76016998291,84360.60360527039,A3,Hydromorphone
A3_Ibogaine,-32908.37471675873,49682.28502559662,A3,Ibogaine
A3_Ibotenic_acid,-33062.151777267456,51187.00982093811,A3,Ibotenic_acid
A3_Ipomoea_tricolor,-33002.73771190643,65939.50501155853,A3,Ipomoea_tricolor
A3_Isopropylphenidate,-32891.336607933044,78318.80106067657,A3,Isopropylphenidate
A3_JWH-018,-33069.32971572876,74701.65880012512,A3,JWH-018
A3_JWH-073,-32854.65211677551,47606.94717979431,A3,JWH-073
A3_Kava,-33053.877230644226,62628.98753833771,A3,Kava
A3_Ketamine,-33016.67336153984,73274.11864733696,A3,Ketamine
A3_Kratom,-32976.23951339722,51450.178119659424,A3,Kratom
A3_LAE-32,-32976.28775215149,66069.203956604,A3,LAE-32
A3_LSA,-33087.54322433472,53765.28089141846,A3,LSA
A3_LSD,-32894.45532035828,58870.51121902466,A3,LSD
A3_LSM-775,-32876.16583061218,62613.24412536621,A3,LSM-775
