ligand,mean,std,count
GluK2_Bufotenin,-120828.4309387207,,1
GluK2_ETH-CAT,-120827.63595581056,,1
GluK2_4-HO-MiPT,-120822.37147521973,,1
GluK2_Bk-2C-B,-120820.82647705078,,1
GluK2_Delta-8-THC,-120820.39875793456,,1
GluK2_Meclofenoxate,-120818.25624084473,,1
GluK2_Clonazolam,-120817.87519836426,,1
GluK2_Dextromethorphan,-120813.52725219728,,1
GluK2_Ketamine,-120811.84658813477,,1
GluK2_Oxycodone,-120805.88626098631,,1
GluK2_NM-2-AI,-120800.86404418944,,1
GluK2_Ephedrine,-120800.34368896484,,1
GluK2_U-47700,-120799.56979370116,,1
GluK2_5-MeO-DMT,-120793.90628051758,,1
GluK2_Efavirenz,-120783.77416992188,,1
GluK2_NEP,-120782.00831604004,,1
GluK2_Theanine,-120778.76600646973,,1
GluK2_Amanita_muscaria,-120776.62966918944,,1
GluK2_Secobarbital,-120773.51811218262,,1
GluK2_DiPT,-120770.6023864746,,1
GluK2_Cannabis,-120754.28993225098,,1
GluK2_Theacrine,-120752.16717529295,,1
GluK2_GBL,-120750.81518554688,,1
GluK2_Creatine,-120744.25663757324,,1
GluK2_Alpha-MT,-120740.6817779541,,1
GluK2_1P-ETH-LAD,-120739.91094970705,,1
GluK2_PMA,-120727.86976623537,,1
GluK2_LSZ,-120719.89840698242,,1
GluK2_Gaboxadol,-120701.4418334961,,1
GluK2_Alcohol,-120560.91604614258,,1
B_LSD,-118080.00436401369,,1
B_Codeine,-118022.96699523926,,1
B_4-MeO-PCP,-118004.74230194092,,1
B_2-FEA,-118004.48477935792,,1
B_Galantamine,-117973.37857055664,,1
B_Theanine,-117967.2442855835,,1
B_Harmala_alkaloid,-117936.01816558838,,1
B_PCP,-117922.71588134766,,1
B_4-HO-MiPT,-117917.28018951416,,1
B_Methylphenidate,-117893.98443603516,,1
B_5-MeO-MiPT,-117893.17810058594,,1
B_Nicotiana_(botany),-117884.1463470459,,1
B_3-MMC,-117880.59143829346,,1
B_Promethazine,-117875.61255645752,,1
B_Datura,-117869.49297332764,,1
B_PARGY-LAD,-117868.40072631836,,1
B_Oxymorphone,-117867.0781402588,,1
B_Banisteriopsis_caapi,-117866.46270751952,,1
B_MDMA,-117859.3848953247,,1
B_Serotonin,-117856.34467315674,,1
B_ALD-52,-117853.845703125,,1
B_Noradrenaline,-117842.23567962646,,1
B_Pethidine,-117840.34762573242,,1
B_4F-EPH,-117838.5038909912,,1
B_Butylone,-117832.53424072266,,1
B_Nifoxipam,-117830.58263397215,,1
B_25N-NBOMe,-117828.54027557372,,1
B_Benzydamine,-117827.53106689452,,1
B_2C-E,-117826.63800048828,,1
"B_5,6-MDO-DMT",-117822.9846343994,,1
B_GBL,-117822.47556304932,,1
B_Methamphetamine,-117813.43539428712,,1
B_TMA-2,-117812.31952667236,,1
B_Flubromazolam,-117812.20161437988,,1
B_NBx,-117810.06866455078,,1
B_Nitrous,-117809.31011199953,,1
B_N-Acetylcysteine,-117804.20469665527,,1
B_Methylone,-117801.37965393066,,1
B_Etizolam,-117797.59788513184,,1
B_2C-T,-117795.39124298096,,1
B_5F-PB-22,-117795.18672943117,,1
"B_1,4-Butanediol",-117794.29457092284,,1
B_Anadenanthera_peregrina,-117794.1245880127,,1
B_Buprenorphine,-117793.62005615234,,1
B_Clonazepam,-117787.12231445312,,1
B_5-MAPB,-117784.01403045654,,1
B_DOB,-117782.25131225586,,1
B_3-MeO-PCE,-117780.63694763184,,1
B_Midazolam,-117780.36693572998,,1
B_DiPT,-117773.6347808838,,1
B_2C-P,-117772.57945251463,,1
B_Dopamine,-117772.10777282716,,1
B_Phenibut,-117770.07117462158,,1
B_Morphine,-117769.83428955078,,1
B_Heroin,-117768.83222961426,,1
B_Tabernanthe_iboga_(botany),-117768.1632080078,,1
B_6-APB,-117766.8198928833,,1
B_Nitromethaqualone,-117763.66177368164,,1
B_2C-D,-117761.19094085692,,1
B_Methoxetamine,-117761.00213623048,,1
B_Bromantane,-117755.25173950195,,1
B_25I-NBOMe,-117749.10649108888,,1
B_Hydromorphone,-117748.68296813963,,1
B_Ayahuasca,-117747.48003387453,,1
B_Dextroamphetamine,-117746.9591140747,,1
B_Fentanyl,-117745.8699798584,,1
B_DOM,-117745.85757446288,,1
B_Amanita_muscaria,-117745.43141937256,,1
B_O-Desmethyltramadol,-117741.89028930664,,1
B_3-FEA,-117741.70152282716,,1
B_Cyclazodone,-117741.05072021484,,1
B_Diazepam,-117739.33409881592,,1
"B_2,5-DMA",-117734.5005722046,,1
B_THJ-2201,-117729.92586517334,,1
B_Adrenaline,-117729.88362121582,,1
B_Armodafinil,-117729.28050994872,,1
B_Lormetazepam,-117728.80409240724,,1
B_2-Fluorodeschloroketamine,-117727.82638549805,,1
B_Salvinorin_B_methoxymethyl_ether,-117726.44650268556,,1
B_1cP-LSD,-117725.63160705566,,1
B_4-FA,-117725.0442276001,,1
B_5F-AKB48,-117722.51596069336,,1
B_2C-T-7,-117721.10189819336,,1
B_Temazepam,-117720.10457611084,,1
B_Peganum_harmala,-117719.9500579834,,1
B_DMT,-117719.56922149658,,1
B_GHB,-117716.89279937744,,1
B_5-APB,-117716.74878692628,,1
B_Choline_bitartrate,-117716.23807525636,,1
B_MDPV,-117714.67916107178,,1
B_STS-135,-117714.6021270752,,1
B_Tapentadol,-117713.2745437622,,1
B_Myristicin,-117710.84678649902,,1
B_Pyrazolam,-117708.86826324464,,1
B_Clonazolam,-117708.22410583496,,1
B_4-HO-DET,-117705.4377593994,,1
B_4-HO-MPT,-117704.99308013916,,1
B_25C-NBOH,-117704.61849975586,,1
B_Dihydrocodeine,-117704.52439117432,,1
B_HXE,-117704.46069335938,,1
B_Psilocin,-117703.9766998291,,1
B_Desomorphine,-117703.89497375488,,1
B_4-HO-MET,-117703.84630584715,,1
B_Secobarbital,-117702.7071685791,,1
B_5-MeO-DiBF,-117702.45906066896,,1
B_Desoxypipradrol,-117699.07497406006,,1
B_3-MeO-PCP,-117698.73724365234,,1
B_Eszopiclone,-117698.41646575928,,1
B_Dextromethorphan,-117698.263381958,,1
B_3-FMA,-117697.18762207033,,1
B_Dextropropoxyphene,-117696.77470397948,,1
B_1cP-AL-LAD,-117695.99379730225,,1
B_4-AcO-MiPT,-117695.98907470705,,1
B_Hydrocodone,-117694.71099853516,,1
B_Changa,-117694.33226776125,,1
B_Mescaline,-117694.19100189208,,1
B_ETH-LAD,-117692.83665466309,,1
B_Prolintane,-117692.50267791748,,1
B_AB-FUBINACA,-117692.43208312988,,1
B_Acetylcholine,-117692.3992614746,,1
B_DOx,-117692.12657928468,,1
B_Ephenidine,-117690.48229980467,,1
B_6-APDB,-117689.50967407228,,1
B_Clonidine,-117688.43235015868,,1
B_Diphenidine,-117687.75617980956,,1
B_1P-ETH-LAD,-117687.05081176758,,1
B_Metizolam,-117686.92559814452,,1
B_Tryptamine_(compound),-117686.1453704834,,1
"B_3,4-CTMP",-117685.5457611084,,1
B_4-AcO-MET,-117684.731300354,,1
B_Methiopropamine,-117684.3563079834,,1
B_Deschloroetizolam,-117683.36672973631,,1
B_LSZ,-117682.58499908449,,1
B_MDAI,-117682.1867980957,,1
B_Tramadol,-117682.1194000244,,1
B_2-Aminoindane,-117680.39602661131,,1
B_Lisdexamfetamine,-117676.72958374023,,1
B_Echinopsis_pachanoi,-117676.54120635986,,1
B_2C-T-2,-117676.02410125732,,1
B_Deschloroketamine,-117673.3884124756,,1
B_Tianeptine,-117671.77757263184,,1
B_1B-LSD,-117669.76960754396,,1
B_AL-LAD,-117669.0890197754,,1
B_Propylhexedrine,-117668.37037658691,,1
B_3-HO-PCP,-117666.90231323242,,1
B_Pentedrone,-117665.88995361328,,1
B_4-AcO-DiPT,-117665.82071685792,,1
B_MCPP,-117661.4935760498,,1
B_Poppers,-117658.93756103516,,1
B_Sufentanil,-117658.28918457033,,1
B_Acetylfentanyl,-117658.02828979492,,1
B_MDEA,-117657.43939208984,,1
B_NEP,-117657.31491088869,,1
B_Tizanidine,-117657.01902770996,,1
B_Mephedrone,-117654.75537109376,,1
B_Lorazepam,-117654.13017272948,,1
B_Cannabis,-117654.1227645874,,1
B_N-Ethylhexedrone,-117653.4628753662,,1
B_4-AcO-DMT,-117653.426071167,,1
B_Mexedrone,-117653.32006072998,,1
B_Salvinorin_A,-117652.18263244627,,1
B_Flualprazolam,-117649.3787689209,,1
B_MET,-117648.41137695312,,1
B_25D-NBOMe,-117647.77630615234,,1
B_Cannabidiol,-117647.60174560548,,1
B_MiPLA,-117646.86099243164,,1
B_A-PVP,-117646.73643493652,,1
B_PMMA,-117645.14904022215,,1
B_Ketamine,-117644.24397277832,,1
B_HHC,-117644.03979492188,,1
B_Ethylone,-117643.64722442628,,1
B_Bufotenin,-117642.97484588625,,1
B_Alprazolam,-117641.77115631104,,1
B_Creatine,-117641.46325683594,,1
B_Salvia_divinorum,-117640.52917480467,,1
B_Beta-Carboline,-117639.49015808104,,1
B_MiPT,-117638.54538726808,,1
B_EPT,-117637.57508087158,,1
B_Gabapentin,-117636.38557434082,,1
B_Amphetamine,-117634.97987365724,,1
B_Cocaine,-117629.98706054688,,1
B_PCE,-117629.5040435791,,1
B_Bromazepam,-117627.0107421875,,1
B_Theacrine,-117626.80209350586,,1
B_JWH-018,-117626.22785949708,,1
B_TMA-6,-117626.13534545898,,1
B_Carisoprodol,-117625.6742401123,,1
B_Allylescaline,-117623.1157989502,,1
B_ETH-CAT,-117620.75102996826,,1
B_U-47700,-117618.96366882324,,1
B_4-HO-DPT,-117618.1171798706,,1
B_Alcohol,-117616.99703979492,,1
B_O-PCE,-117612.65853881836,,1
B_Zopiclone,-117612.38163757324,,1
B_Bromo-DragonFLY,-117611.40762329102,,1
B_4F-MPH,-117607.96137237547,,1
B_Methylnaphthidate,-117607.76753997804,,1
B_5-MeO-DMT,-117605.580619812,,1
B_Baclofen,-117603.60474395752,,1
B_Kava,-117603.59474182127,,1
B_Histamine,-117603.49631500244,,1
B_NM-2-AI,-117600.39698791504,,1
B_LAE-32,-117599.343460083,,1
B_Ipomoea_tricolor,-117595.40524291992,,1
B_Ibotenic_acid,-117595.24229431152,,1
B_Phenobarbital,-117594.63827514648,,1
B_Ephylone,-117592.79177856444,,1
B_Ibogaine,-117591.61320495604,,1
B_Isopropylphenidate,-117590.72834777832,,1
B_Methaqualone,-117590.3970413208,,1
B_LSA,-117588.88571929932,,1
B_Ethylphenidate,-117588.81006622314,,1
B_5-Hydroxytryptophan,-117588.45236206056,,1
B_Tetrahydrocannabiphorol,-117587.55603027344,,1
B_SAM-e,-117587.41230773926,,1
B_Flubromazepam,-117586.6609954834,,1
B_Kratom,-117579.6456451416,,1
B_5-MeO-DiPT,-117579.18560791016,,1
B_Oxycodone,-117573.57741546632,,1
B_3-MeO-PCMo,-117573.03025817873,,1
B_3C-E,-117564.8321685791,,1
B_Memantine,-117564.61419677734,,1
B_Zolpidem,-117562.1930847168,,1
B_GABA,-117562.08889770508,,1
B_Adrafinil,-117558.8282546997,,1
B_Gaboxadol,-117558.72485351562,,1
B_2C-T-21,-117554.97115325928,,1
B_Flunitrazepam,-117554.93818664552,,1
B_A-PHP,-117554.73316955566,,1
B_Tetrahydrocannabinol,-117553.476852417,,1
B_3-FPM,-117553.0795135498,,1
B_Phenethylamine_(compound),-117552.86978149414,,1
B_Glutamate,-117551.97653198242,,1
B_Diclazepam,-117550.44514465332,,1
B_Hexedrone,-117549.25701904295,,1
B_2-FMA,-117548.72022247314,,1
B_Argyreia_nervosa,-117547.84802246094,,1
B_PRO-LAD,-117547.44905853271,,1
B_JWH-073,-117544.41372680664,,1
B_5-MeO-DALT,-117544.07983398438,,1
B_2C-B-FLY,-117544.04706573486,,1
B_Ethylmorphine,-117543.45231628418,,1
B_2C-H,-117543.06990814208,,1
B_Escaline,-117538.0185623169,,1
B_2M2B,-117536.48999786375,,1
B_25B-NBOH,-117534.81968688963,,1
B_Proscaline,-117534.74540710448,,1
B_4-AcO-DET,-117534.45204162598,,1
B_Citicoline,-117534.08181762695,,1
B_Ephedrine,-117533.97364807127,,1
B_4-HO-EPT,-117530.4319229126,,1
B_Pentobarbital,-117529.96172332764,,1
B_2C-I,-117529.18949127196,,1
B_DET,-117527.11501312256,,1
B_8-Chlorotheophylline,-117525.7226715088,,1
B_Melatonin,-117521.26485443117,,1
B_Tyrosine,-117521.08671569824,,1
B_MDA,-117518.53549194336,,1
B_DPT,-117517.65594482422,,1
B_3C-P,-117514.5519104004,,1
B_Efavirenz,-117511.20642089844,,1
B_1cP-MiPLA,-117511.17120361328,,1
B_Baeocystin,-117503.12775421144,,1
B_Caffeine,-117500.47555541992,,1
B_DOI,-117492.16507720949,,1
B_25C-NBOMe,-117491.97617340088,,1
B_Mirtazapine,-117490.9729156494,,1
B_THJ-018,-117489.28002166748,,1
B_1P-LSD,-117476.28476715088,,1
B_25E-NBOH,-117472.97108459473,,1
B_Lophophora_williamsii,-117467.67220306396,,1
B_25B-NBOMe,-117464.84381866457,,1
B_2C-B,-117463.34367370604,,1
B_Bk-2C-B,-117461.73077392578,,1
B_3-FA,-117460.28010559082,,1
B_Methallylescaline,-117458.3153076172,,1
B_Meclofenoxate,-117457.61882019044,,1
B_2-FA,-117450.88049316406,,1
B_4-HO-DiPT,-117445.88118743896,,1
B_LSM-775,-117442.55032348631,,1
B_Methcathinone,-117441.55447387695,,1
B_Progesterone,-117436.20909118652,,1
B_Delta-8-THC,-117433.9280319214,,1
B_DOC,-117432.0401611328,,1
B_2C-C,-117431.05000305176,,1
B_1V-LSD,-117430.62939453124,,1
B_3-HO-PCE,-117428.048828125,,1
B_THC-O-acetate,-117425.40284729004,,1
B_4-FMA,-117423.21519470216,,1
B_Flunitrazolam,-117422.56893920898,,1
B_Nicotine,-117416.2011566162,,1
B_Cathinone,-117401.88423156738,,1
B_Dichloropane,-117397.47777557372,,1
B_Pregabalin,-117397.47524261476,,1
B_PMA,-117370.53559875488,,1
B_Modafinil,-117366.47080993652,,1
B_Diphenhydramine,-117356.65864562988,,1
B_Alpha-MT,-117308.34336090088,,1
B_APICA,-117283.4663696289,,1
B_25I-NBOH,-117173.13827514648,,1
B_Methadone,-115240.54792785645,,1
GluN2B_5-APB,-111019.13319396973,,1
GluN2B_4-AcO-DiPT,-111015.01919555664,,1
GluN2B_3-MeO-PCE,-110998.97114562988,,1
GluN2B_Dextroamphetamine,-110937.69358062744,,1
GluN2B_Cocaine,-110933.59770965576,,1
GluN2B_Methylphenidate,-110929.17435455322,,1
GluN2B_4-HO-MiPT,-110923.57289886476,,1
GluN2B_Ibotenic_acid,-110922.41059112547,,1
GluN2B_Cathinone,-110916.4870223999,,1
GluN2B_O-Desmethyltramadol,-110880.08662414552,,1
"GluN2B_2,5-DMA",-110874.434425354,,1
GluN2B_2C-H,-110870.63899230956,,1
GluN2B_Lormetazepam,-110869.18074798584,,1
GluN2B_4-HO-DiPT,-110869.09144592284,,1
GluN2B_Psilocin,-110865.80890655518,,1
GluN2B_Gaboxadol,-110865.3060760498,,1
GluN2B_6-APB,-110861.78862762453,,1
GluN2B_Hexedrone,-110855.932762146,,1
GluN2B_3C-E,-110854.64136505128,,1
GluN2B_4-AcO-MET,-110846.09606933594,,1
GluN2B_3-FPM,-110841.63710784912,,1
GluN2B_5-MeO-DMT,-110834.53286743164,,1
GluN2B_GABA,-110832.05654144289,,1
GluN2B_4-HO-MPT,-110831.11483001708,,1
GluN2B_Bufotenin,-110828.61749267578,,1
GluN2B_LSM-775,-110827.37153625488,,1
GluN2B_4-HO-EPT,-110826.83882904051,,1
GluN2B_Heroin,-110826.12782287598,,1
GluN2B_4-HO-DET,-110824.0443496704,,1
GluN2B_PMA,-110823.88311767578,,1
GluN2B_Pentedrone,-110822.6227874756,,1
GluN2B_Peganum_harmala,-110821.85186767578,,1
GluN2B_Ephylone,-110820.717338562,,1
GluN2B_Methylone,-110818.6933517456,,1
GluN2B_Escaline,-110818.3856124878,,1
GluN2B_Tramadol,-110815.98918151855,,1
GluN2B_MiPLA,-110813.07440185548,,1
GluN2B_Mescaline,-110810.5019454956,,1
GluN2B_Lisdexamfetamine,-110807.71694946288,,1
GluN2B_DOB,-110807.06281280518,,1
GluN2B_Tapentadol,-110804.7569885254,,1
GluN2B_Glutamate,-110802.98177337646,,1
GluN2B_2C-P,-110798.7887954712,,1
GluN2B_N-Ethylhexedrone,-110798.1912689209,,1
GluN2B_4-AcO-MiPT,-110796.87118530272,,1
GluN2B_Oxymorphone,-110793.1138534546,,1
GluN2B_Phenibut,-110792.332321167,,1
GluN2B_Choline_bitartrate,-110790.2049407959,,1
GluN2B_2-Aminoindane,-110789.52350616457,,1
GluN2B_Nitrous,-110786.92643737792,,1
GluN2B_Armodafinil,-110786.7483215332,,1
GluN2B_MDA,-110780.7818222046,,1
GluN2B_Dichloropane,-110777.6672668457,,1
GluN2B_DET,-110777.39749145508,,1
GluN2B_MDAI,-110774.39156341551,,1
GluN2B_2C-T,-110762.58767700195,,1
GluN2B_Deschloroketamine,-110762.414894104,,1
GluN2B_Isopropylphenidate,-110761.3501663208,,1
GluN2B_25B-NBOH,-110759.5050201416,,1
GluN2B_PMMA,-110759.50189208984,,1
GluN2B_ETH-LAD,-110758.8412246704,,1
GluN2B_Methiopropamine,-110757.98887634276,,1
GluN2B_1P-ETH-LAD,-110757.42223358154,,1
GluN2B_3-FMA,-110757.0131225586,,1
GluN2B_4-MeO-PCP,-110756.80857086182,,1
GluN2B_Ayahuasca,-110755.59022521973,,1
GluN2B_DiPT,-110753.70933532716,,1
GluN2B_Mephedrone,-110747.20304107666,,1
GluN2B_5-Hydroxytryptophan,-110744.40195465088,,1
GluN2B_Buprenorphine,-110744.02635192873,,1
GluN2B_Prolintane,-110743.92957305908,,1
GluN2B_MCPP,-110743.02723693848,,1
GluN2B_Meclofenoxate,-110740.78337097168,,1
GluN2B_25B-NBOMe,-110737.44066619872,,1
GluN2B_2C-T-21,-110736.45191192628,,1
GluN2B_Ethylphenidate,-110732.88317871094,,1
GluN2B_2C-B-FLY,-110732.32649230956,,1
GluN2B_Pentobarbital,-110732.27528381348,,1
GluN2B_3-HO-PCP,-110729.63636779784,,1
GluN2B_DOC,-110729.37403869627,,1
GluN2B_THJ-018,-110727.06170654295,,1
GluN2B_2C-B,-110726.41590118408,,1
GluN2B_Ephenidine,-110724.37238311768,,1
GluN2B_Hydromorphone,-110724.23569488524,,1
GluN2B_Nicotiana_(botany),-110723.75290679932,,1
GluN2B_SAM-e,-110722.22859191896,,1
GluN2B_LAE-32,-110717.21602630617,,1
GluN2B_Diphenidine,-110712.5022354126,,1
GluN2B_HXE,-110712.18601226808,,1
GluN2B_Bromazepam,-110711.76258850098,,1
GluN2B_5-MeO-DALT,-110711.30801391602,,1
GluN2B_Poppers,-110710.02770233154,,1
GluN2B_Diphenhydramine,-110708.22221374512,,1
GluN2B_Theacrine,-110704.71342468262,,1
GluN2B_25E-NBOH,-110701.28496551514,,1
GluN2B_25N-NBOMe,-110699.81162261964,,1
GluN2B_25C-NBOH,-110699.26872253418,,1
GluN2B_25D-NBOMe,-110699.19200134276,,1
GluN2B_Phenobarbital,-110697.52182769775,,1
GluN2B_Histamine,-110697.3685760498,,1
GluN2B_Theanine,-110696.22596740724,,1
GluN2B_3-HO-PCE,-110696.11935424805,,1
GluN2B_Amanita_muscaria,-110695.2622680664,,1
GluN2B_Ibogaine,-110693.7858505249,,1
GluN2B_Echinopsis_pachanoi,-110689.90535736084,,1
GluN2B_Proscaline,-110689.56119537354,,1
GluN2B_Methoxetamine,-110689.19606781006,,1
GluN2B_4-AcO-DMT,-110687.87562561037,,1
GluN2B_Codeine,-110687.5813369751,,1
GluN2B_MET,-110686.6738433838,,1
"GluN2B_1,4-Butanediol",-110686.56902313232,,1
GluN2B_1cP-MiPLA,-110686.01434326172,,1
"GluN2B_5,6-MDO-DMT",-110683.74491119383,,1
GluN2B_Propylhexedrine,-110683.48908233644,,1
GluN2B_Mirtazapine,-110681.92490386964,,1
GluN2B_Tryptamine_(compound),-110680.73180389404,,1
GluN2B_5-MAPB,-110678.19721221924,,1
GluN2B_5-MeO-DiBF,-110676.79341125488,,1
GluN2B_MDPV,-110674.95321655272,,1
GluN2B_Baclofen,-110674.89167785645,,1
GluN2B_Amphetamine,-110672.1423110962,,1
GluN2B_2M2B,-110668.20232391356,,1
GluN2B_3C-P,-110667.965385437,,1
GluN2B_3-FA,-110667.8537902832,,1
GluN2B_2C-E,-110667.04050445557,,1
GluN2B_4-HO-MET,-110665.09745025636,,1
GluN2B_2C-D,-110665.08457183838,,1
GluN2B_NEP,-110658.359916687,,1
GluN2B_1P-LSD,-110657.95442199708,,1
GluN2B_Anadenanthera_peregrina,-110657.84481048584,,1
GluN2B_Allylescaline,-110655.90054321288,,1
GluN2B_Mexedrone,-110654.90703582764,,1
GluN2B_LSZ,-110651.25248718262,,1
GluN2B_Dextropropoxyphene,-110650.42813110352,,1
GluN2B_MDMA,-110649.15554046632,,1
GluN2B_Phenethylamine_(compound),-110648.6704940796,,1
GluN2B_Temazepam,-110647.8479232788,,1
GluN2B_Nitromethaqualone,-110647.25315856934,,1
GluN2B_Pregabalin,-110644.43821716309,,1
GluN2B_3-MMC,-110643.77826690674,,1
GluN2B_Citicoline,-110642.73950958252,,1
GluN2B_Lorazepam,-110642.50560760498,,1
GluN2B_2C-T-7,-110641.9280014038,,1
GluN2B_Memantine,-110641.5486793518,,1
GluN2B_Ketamine,-110639.0969543457,,1
GluN2B_GBL,-110635.43424987792,,1
GluN2B_Lophophora_williamsii,-110634.58266448976,,1
GluN2B_Acetylfentanyl,-110634.42044067384,,1
GluN2B_APICA,-110634.36809539796,,1
GluN2B_Desomorphine,-110633.72786712646,,1
GluN2B_2-FA,-110632.18925476074,,1
GluN2B_Salvinorin_B_methoxymethyl_ether,-110631.7738494873,,1
GluN2B_Methadone,-110631.76025390624,,1
GluN2B_4-HO-DPT,-110631.61675262453,,1
GluN2B_Gabapentin,-110631.22672271729,,1
GluN2B_DOI,-110630.60842132568,,1
GluN2B_Ethylone,-110630.36376190186,,1
GluN2B_Noradrenaline,-110627.76577758788,,1
GluN2B_Kratom,-110626.64812469482,,1
GluN2B_Flunitrazepam,-110626.62477111816,,1
GluN2B_6-APDB,-110626.49687957764,,1
GluN2B_AL-LAD,-110625.46508789062,,1
GluN2B_DPT,-110624.71954345705,,1
GluN2B_Dihydrocodeine,-110624.0170288086,,1
GluN2B_Clonidine,-110623.58178710938,,1
GluN2B_GHB,-110623.48820495604,,1
GluN2B_Desoxypipradrol,-110622.56272888184,,1
GluN2B_Banisteriopsis_caapi,-110618.51410675047,,1
GluN2B_Bromo-DragonFLY,-110617.637008667,,1
GluN2B_Caffeine,-110617.2927093506,,1
GluN2B_Tyrosine,-110616.72579956056,,1
GluN2B_TMA-6,-110614.96503448486,,1
GluN2B_Changa,-110613.78670501708,,1
GluN2B_EPT,-110613.65859222412,,1
GluN2B_Modafinil,-110608.81931304932,,1
GluN2B_Serotonin,-110607.333442688,,1
GluN2B_Diazepam,-110606.1057434082,,1
GluN2B_PRO-LAD,-110604.50150299072,,1
GluN2B_MDEA,-110602.04014587402,,1
GluN2B_Ephedrine,-110602.0087966919,,1
GluN2B_DMT,-110600.81699371338,,1
GluN2B_Dopamine,-110599.1466217041,,1
GluN2B_PCP,-110596.90307617188,,1
GluN2B_Harmala_alkaloid,-110596.3518447876,,1
GluN2B_25I-NBOMe,-110594.5577774048,,1
GluN2B_TMA-2,-110590.90805053712,,1
GluN2B_NBx,-110588.79677581789,,1
GluN2B_Carisoprodol,-110588.38745117188,,1
GluN2B_Pethidine,-110587.8148803711,,1
GluN2B_Hydrocodone,-110586.93394470216,,1
GluN2B_Butylone,-110584.2050857544,,1
GluN2B_Tizanidine,-110583.21726989746,,1
GluN2B_PARGY-LAD,-110578.12718963625,,1
GluN2B_Efavirenz,-110578.07440185548,,1
GluN2B_Beta-Carboline,-110576.27639770508,,1
GluN2B_Diclazepam,-110574.96005249023,,1
GluN2B_MiPT,-110572.67826080322,,1
GluN2B_Salvia_divinorum,-110571.96898651125,,1
GluN2B_2C-C,-110570.89570617676,,1
GluN2B_25C-NBOMe,-110570.54776763916,,1
GluN2B_8-Chlorotheophylline,-110569.31485748292,,1
GluN2B_Promethazine,-110569.2534866333,,1
GluN2B_A-PHP,-110568.7260131836,,1
GluN2B_Acetylcholine,-110567.14421844482,,1
GluN2B_4-FMA,-110565.44451141356,,1
GluN2B_3-MeO-PCP,-110565.40362548828,,1
GluN2B_Nicotine,-110565.26247406006,,1
GluN2B_5-MeO-MiPT,-110564.9698791504,,1
GluN2B_1B-LSD,-110564.3409423828,,1
GluN2B_4-AcO-DET,-110563.70961761476,,1
GluN2B_Galantamine,-110563.68984222412,,1
GluN2B_2C-I,-110555.93738555908,,1
GluN2B_Ipomoea_tricolor,-110555.41473388672,,1
GluN2B_Baeocystin,-110555.3516998291,,1
GluN2B_Creatine,-110555.07845687866,,1
GluN2B_A-PVP,-110553.68103790285,,1
GluN2B_1cP-LSD,-110553.56378936768,,1
GluN2B_Ethylmorphine,-110552.6937866211,,1
GluN2B_Fentanyl,-110552.15969085692,,1
GluN2B_U-47700,-110549.54180908205,,1
GluN2B_ALD-52,-110546.24214935304,,1
GluN2B_Tetrahydrocannabinol,-110545.5620803833,,1
GluN2B_Argyreia_nervosa,-110543.36613464355,,1
GluN2B_Methallylescaline,-110542.49369812012,,1
GluN2B_Cannabidiol,-110540.82218170166,,1
GluN2B_Kava,-110535.31464385986,,1
GluN2B_JWH-018,-110533.95825195312,,1
GluN2B_Adrenaline,-110533.52834320068,,1
GluN2B_Eszopiclone,-110531.17729187012,,1
GluN2B_Etizolam,-110530.16994476318,,1
GluN2B_Zolpidem,-110529.8263168335,,1
GluN2B_Oxycodone,-110524.44209289552,,1
GluN2B_25I-NBOH,-110524.36279296876,,1
GluN2B_Myristicin,-110519.05854034424,,1
GluN2B_O-PCE,-110517.23191452026,,1
GluN2B_5-MeO-DiPT,-110513.4137878418,,1
GluN2B_Secobarbital,-110508.14555358888,,1
GluN2B_Metizolam,-110507.3723449707,,1
GluN2B_DOx,-110506.9930114746,,1
GluN2B_Methaqualone,-110506.4670562744,,1
"GluN2B_3,4-CTMP",-110506.217338562,,1
GluN2B_Deschloroetizolam,-110506.1414489746,,1
GluN2B_N-Acetylcysteine,-110504.90269470216,,1
GluN2B_Tianeptine,-110503.78691864014,,1
GluN2B_1cP-AL-LAD,-110500.03034210204,,1
GluN2B_2-FMA,-110498.82107543944,,1
GluN2B_3-FEA,-110496.84953308104,,1
GluN2B_Dextromethorphan,-110492.7234802246,,1
GluN2B_DOM,-110490.66276550292,,1
GluN2B_4-FA,-110489.43257141112,,1
GluN2B_Nifoxipam,-110484.84064483644,,1
GluN2B_Clonazolam,-110484.74771881104,,1
GluN2B_Sufentanil,-110471.75633239746,,1
GluN2B_ETH-CAT,-110461.8038635254,,1
GluN2B_Alcohol,-110454.55570983888,,1
GluN2B_LSA,-110454.38745117188,,1
GluN2B_THC-O-acetate,-110446.63411712646,,1
GluN2B_Benzydamine,-110445.51197052002,,1
GluN2B_Methcathinone,-110440.9998703003,,1
GluN2B_2-FEA,-110440.2018661499,,1
GluN2B_Datura,-110438.58223724364,,1
GluN2B_NM-2-AI,-110435.51494598389,,1
GluN2B_Zopiclone,-110430.51845550536,,1
GluN2B_2-Fluorodeschloroketamine,-110429.4380722046,,1
GluN2B_PCE,-110426.95735931396,,1
GluN2B_Clonazepam,-110420.56241989136,,1
GluN2B_5F-PB-22,-110413.67897033691,,1
GluN2B_LSD,-110411.3884048462,,1
GluN2B_Morphine,-110410.38994598389,,1
GluN2B_4F-MPH,-110396.84227752686,,1
